Date,Open,High,Low,Close,Adj Close,Volume
2024-05-02,1210.0,1235.0,1190.0,1200.0,1186.4857177734375,966528
2024-05-03,1225.0,1235.0,1180.0,1185.0,1171.6546630859375,628540
2024-05-06,1215.0,1230.0,1190.0,1200.0,1186.4857177734375,738310
2024-05-07,1215.0,1245.0,1170.0,1245.0,1230.97900390625,1072103
2024-05-08,1200.0,1265.0,1185.0,1260.0,1245.81005859375,2055301
2024-05-09,1280.0,1315.0,1220.0,1285.0,1270.5284423828125,2962628
2024-05-10,1315.0,1315.0,1235.0,1240.0,1226.0352783203125,1367550
2024-05-13,1245.0,1270.0,1230.0,1250.0,1235.922607421875,657163
2024-05-14,1245.0,1290.0,1245.0,1250.0,1235.922607421875,801150
2024-05-15,1280.0,1310.0,1270.0,1280.0,1265.5848388671875,1182218
2024-05-16,1315.0,1320.0,1270.0,1290.0,1275.47216796875,723272
2024-05-17,1285.0,1290.0,1270.0,1280.0,1265.5848388671875,328114
2024-05-20,1270.0,1285.0,1235.0,1245.0,1230.97900390625,720138
2024-05-21,1250.0,1285.0,1245.0,1280.0,1265.5848388671875,702258
2024-05-22,1275.0,1300.0,1270.0,1285.0,1270.5284423828125,522232
2024-05-23,1295.0,1320.0,1260.0,1285.0,1270.5284423828125,928171
2024-05-24,1275.0,1320.0,1275.0,1275.0,1260.64111328125,594121
2024-05-27,1295.0,1315.0,1275.0,1275.0,1260.64111328125,658115
2024-05-28,1290.0,1290.0,1215.0,1225.0,1211.2042236328125,1132212
2024-05-29,1230.0,1285.0,1215.0,1230.0,1216.1478271484375,1489105
2024-05-30,1230.0,1230.0,1145.0,1165.0,1151.8798828125,1562408
2024-05-31,1170.0,1170.0,1125.0,1125.0,1112.3304443359375,1513030
2024-06-03,1155.0,1190.0,1150.0,1160.0,1146.936279296875,1046053
2024-06-04,1160.0,1165.0,1105.0,1115.0,1102.4429931640625,1026580
2024-06-05,1145.0,1145.0,1100.0,1105.0,1092.5556640625,859947
2024-06-06,1130.0,1155.0,1095.0,1145.0,1132.1051025390625,1133630
2024-06-07,1175.0,1190.0,1150.0,1175.0,1161.767333984375,1480317
2024-06-11,1180.0,1205.0,1160.0,1180.0,1166.7109375,963108
2024-06-12,1185.0,1235.0,1185.0,1215.0,1201.3167724609375,1253286
2024-06-13,1230.0,1240.0,1200.0,1205.0,1191.429443359375,912345
2024-06-14,1210.0,1215.0,1180.0,1195.0,1181.5419921875,594309
2024-06-17,1185.0,1230.0,1185.0,1195.0,1181.5419921875,948130
2024-06-18,1200.0,1220.0,1165.0,1170.0,1156.8236083984375,844008
2024-06-19,1180.0,1185.0,1140.0,1145.0,1132.1051025390625,1201392
2024-06-20,1145.0,1210.0,1145.0,1210.0,1196.3731689453125,1012013
2024-06-21,1190.0,1220.0,1165.0,1200.0,1186.4857177734375,849188
2024-06-24,1195.0,1220.0,1185.0,1200.0,1186.4857177734375,612218
2024-06-25,1215.0,1240.0,1180.0,1220.0,1206.260498046875,854326
2024-06-26,1220.0,1265.0,1220.0,1255.0,1240.8663330078125,1052695
2024-06-27,1245.0,1260.0,1225.0,1240.0,1226.0352783203125,494752
2024-06-28,1240.0,1260.0,1240.0,1240.0,1226.0352783203125,420149
2024-07-01,1245.0,1245.0,1210.0,1220.0,1206.260498046875,405115
2024-07-02,1225.0,1240.0,1205.0,1240.0,1226.0352783203125,368256
2024-07-03,1255.0,1285.0,1235.0,1280.0,1265.5848388671875,871643
2024-07-04,1295.0,1360.0,1290.0,1355.0,1339.7401123046875,1649996
2024-07-05,1365.0,1375.0,1340.0,1375.0,1359.514892578125,765836
2024-07-08,1370.0,1410.0,1340.0,1375.0,1359.514892578125,1282575
2024-07-09,1375.0,1405.0,1320.0,1355.0,1339.7401123046875,932845
2024-07-10,1355.0,1385.0,1345.0,1365.0,1349.6275634765625,496208
2024-07-11,1400.0,1400.0,1300.0,1310.0,1295.2469482421875,826206
2024-07-12,1295.0,1295.0,1260.0,1280.0,1265.5848388671875,718719
2024-07-15,1310.0,1335.0,1255.0,1260.0,1245.81005859375,909468
2024-07-16,1260.0,1300.0,1225.0,1290.0,1275.47216796875,1015909
2024-07-17,1290.0,1340.0,1255.0,1255.0,1240.8663330078125,976762
2024-07-18,1220.0,1220.0,1170.0,1200.0,1186.4857177734375,1217394
2024-07-19,1185.0,1200.0,1140.0,1140.0,1127.1614990234375,1075192
2024-07-22,1160.0,1175.0,1095.0,1120.0,1107.38671875,921827
2024-07-23,1150.0,1170.0,1135.0,1170.0,1156.8236083984375,617186
2024-07-26,1095.0,1140.0,1090.0,1125.0,1112.3304443359375,878304
2024-07-29,1150.0,1190.0,1135.0,1145.0,1132.1051025390625,1024103
2024-07-30,1140.0,1150.0,1065.0,1125.0,1112.3304443359375,1432243
2024-07-31,1100.0,1115.0,1080.0,1105.0,1092.5556640625,1094404
2024-08-01,1145.0,1170.0,1130.0,1135.0,1122.2177734375,861121
2024-08-02,1090.0,1110.0,1065.0,1065.0,1053.006103515625,668096
2024-08-05,994.0,994.0,959.0,959.0,948.1998291015625,920839
2024-08-06,989.0,1010.0,879.0,997.0,985.7719116210938,2221935
2024-08-07,1055.0,1095.0,1050.0,1095.0,1082.668212890625,1979271
2024-08-08,1100.0,1175.0,1065.0,1070.0,1057.9498291015625,3658255
2024-08-09,1130.0,1135.0,1070.0,1110.0,1097.499267578125,1779220
2024-08-12,1120.0,1125.0,1090.0,1095.0,1082.668212890625,798113
2024-08-13,1120.0,1120.0,1090.0,1110.0,1097.499267578125,517018
2024-08-14,1155.0,1165.0,1120.0,1135.0,1122.2177734375,1143158
2024-08-15,1140.0,1180.0,1125.0,1165.0,1151.8798828125,1033073
2024-08-16,1200.0,1230.0,1190.0,1215.0,1201.3167724609375,1306648
2024-08-19,1235.0,1285.0,1215.0,1260.0,1245.81005859375,1324562
2024-08-20,1280.0,1300.0,1230.0,1230.0,1216.1478271484375,1025600
2024-08-21,1230.0,1255.0,1205.0,1210.0,1196.3731689453125,864107
2024-08-22,1220.0,1245.0,1220.0,1230.0,1216.1478271484375,568540
2024-08-23,1200.0,1305.0,1200.0,1300.0,1285.3594970703125,1232551
2024-08-26,1305.0,1310.0,1270.0,1270.0,1255.6973876953125,707901
2024-08-27,1280.0,1295.0,1250.0,1280.0,1265.5848388671875,583440
