Price,Close,High,Low,Open,Volume
Ticker,2891.TW,2891.TW,2891.TW,2891.TW,2891.TW
Date,,,,,
2024-01-02,27.080501556396484,27.080501556396484,26.746174016798797,26.937218845694193,42765847
2024-01-03,26.937219619750977,27.032740215005,26.55512995098061,26.841697202558386,56056539
2024-01-04,26.88945770263672,27.080502538460284,26.793935284724935,26.9372198225619,38727536
2024-01-05,26.841697692871094,26.937220111808575,26.79393557243305,26.889457991370534,33453491
2024-01-08,27.12826156616211,27.223783979601038,26.88945644353403,26.937218561222743,52590660
2024-01-09,26.841697692871094,27.223785546682425,26.79393557243305,27.223785546682425,36655839
2024-01-10,26.793935775756836,26.889458195419184,26.45961003984654,26.793935775756836,37891017
2024-01-11,27.080501556396484,27.128261852651075,26.889456727501088,26.937218845694193,33704788
2024-01-12,26.793935775756836,26.937220316219666,26.602892758370757,26.937220316219666,34583674
2024-01-15,26.88945770263672,27.0327404185351,26.84169740465012,26.84169740465012,20377725
2024-01-16,26.698413848876953,26.84169656026797,26.4118466041564,26.555129315547415,53092017
2024-01-17,26.31632423400879,26.555129360712822,26.268563937443396,26.459608767582033,84030922
2024-01-18,26.60289192199707,26.60289192199707,26.173041957999953,26.26856437465915,45360966
2024-01-19,26.650651931762695,26.650651931762695,26.364086506816065,26.364086506816065,44618982
2024-01-22,26.937219619750977,26.937219619750977,26.6506523681732,26.69841448773878,33887047
2024-01-23,26.841697692871094,27.03274070880746,26.650652854996128,27.03274070880746,38827157
2024-01-24,26.746173858642578,26.937218686408283,26.60289114878755,26.937218686408283,26823417
2024-01-25,26.88945770263672,26.9372198225619,26.650652568826555,26.650652568826555,25633811
2024-01-26,27.223785400390625,27.319307818814803,26.793935428451128,26.84169754863251,50915393
2024-01-29,27.223785400390625,27.271545698633417,27.080502683723658,27.12826298196645,22352224
2024-01-30,27.12826156616211,27.31930639303997,27.08050127041189,27.223783979601038,25692095
2024-01-31,27.176025390625,27.223785689374775,27.032740850498453,27.176025390625,23882314
2024-02-01,27.367067337036133,27.414829455856193,26.98497949616836,27.128262208751458,43764345
2024-02-02,27.032739639282227,27.31930688475691,26.88945692751415,27.223784469598684,39403269
2024-02-05,26.88945770263672,27.128262836446883,26.746174986738335,26.793935284724935,39110431
2024-02-15,27.12826156616211,27.510349397979336,26.98497885697296,27.510349397979336,44551730
2024-02-16,26.9849796295166,27.176024461863822,26.93721933239907,27.12826234280774,22312520
2024-02-19,27.41482925415039,27.41482925415039,26.9849792976252,27.03273959415532,29977617
2024-02-20,27.70139503479004,27.70139503479004,27.367067488947967,27.41482960803315,31723182
2024-02-21,27.653635025024414,27.749155620310344,27.558112607799917,27.558112607799917,27567609
2024-02-22,27.987960815429688,28.035722935118777,27.605872967609823,27.653635087298916,28181752
2024-02-23,27.605873107910156,27.98796095767189,27.605873107910156,27.892440361685395,25477050
2024-02-26,27.796916961669922,27.987959968831778,27.60587213256955,27.60587213256955,25475860
2024-02-27,27.70139503479004,28.03572258063211,27.653634737643408,27.74915533193667,30623001
2024-02-29,28.08348274230957,28.08348274230957,27.60587248539295,27.60587248539295,52290017
2024-03-01,27.749155044555664,27.987960171692762,27.749155044555664,27.987960171692762,25130139
2024-03-04,27.892440795898438,27.940201094635192,27.653635658337453,27.653635658337453,32828939
2024-03-05,27.844676971435547,27.892439089188397,27.701394262054002,27.74915455786835,27962015
2024-03-06,28.179004669189453,28.32228737939085,27.79691683467289,27.79691683467289,36062687
2024-03-07,28.4655704498291,28.513332568459678,27.987960195154532,27.987960195154532,38868007
2024-03-08,28.847660064697266,28.89542036131245,28.370049810791272,28.41781010740646,59848121
2024-03-11,28.94318199157715,29.08646653190206,28.65661655480455,28.84766139394536,37722122
2024-03-12,29.08646583557129,29.08646583557129,28.75213828604799,28.94318129867661,29273488
2024-03-13,30.42377471923828,30.519297138115327,28.94318178149056,28.94318178149056,104743828
2024-03-14,30.56705665588379,30.758101488758484,30.2804912285103,30.56705665588379,76976514
2024-03-15,30.328250885009766,30.56705601008858,29.7551182204329,30.56705601008858,71784928
2024-03-18,30.089447021484375,30.376012454818316,29.898402184636023,30.184969439908553,34169913
2024-03-19,30.328250885009766,30.471533595669353,29.85064063485213,30.089445759930946,48487633
2024-03-20,29.85064125061035,30.567056640625,29.802880953384797,30.567056640625,55855271
2024-03-21,30.519296646118164,30.75810177849174,29.99392426173316,29.99392426173316,58436231
2024-03-22,30.471534729003906,31.331232846874887,30.28049171499846,30.662577743009358,56761722
2024-03-25,30.28049087524414,30.61481659596663,30.232728756613405,30.28049087524414,35250589
2024-03-26,30.37601089477539,30.758100548848837,30.18496788967716,30.280490303195524,37728957
2024-03-27,31.140188217163086,31.140188217163086,30.376012512203214,30.519297051079462,49707062
2024-03-28,30.949146270751953,30.99690656792283,30.662577199972485,30.901382329703974,56255583
2024-03-29,31.140188217163086,31.140188217163086,30.805862484954766,30.94914702383101,26663000
2024-04-01,30.232728958129883,31.378992483829983,30.08944624515969,31.33123218681943,53001689
2024-04-02,30.37601089477539,30.614816017602045,30.18496788967716,30.232728185467096,26546173
2024-04-03,30.04168701171875,30.519297286487326,30.04168701171875,30.519297286487326,41153001
2024-04-08,30.614816665649414,30.853621793531044,30.137206409886158,30.567056368848505,40051510
2024-04-09,30.71034049987793,30.853621388399272,30.47153355319348,30.75810079605171,22123204
2024-04-10,30.42377471923828,30.996907410561963,30.328252300361235,30.901383169746314,26318470
2024-04-11,30.519296646118164,30.519296646118164,30.184969096407446,30.184969096407446,22129390
2024-04-12,30.328250885009766,30.662576602569295,30.280490588769407,30.280490588769407,27897424
2024-04-15,30.519296646118164,30.75810177849174,30.13720697676959,30.328251811443877,32122984
2024-04-16,29.564075469970703,30.61481657188078,29.516313351377544,30.376011444730576,66272770
2024-04-17,30.089447021484375,30.376012454818316,29.564076453059293,29.564076453059293,40102217
2024-04-18,30.28049087524414,30.519296002582223,30.04168574790606,30.28049087524414,44950634
2024-04-19,29.611835479736328,30.423773268568414,29.277507940577408,30.089445729409494,65393195
2024-04-22,29.946163177490234,30.376011311309455,29.707358051388937,29.85064076266201,44974171
2024-04-23,30.13720703125,30.376012164055272,30.041686435678752,30.089446733464374,36242333
2024-04-24,30.04168701171875,30.662578182591567,29.993924891078727,30.376012746505864,40839592
2024-04-25,29.611835479736328,30.041685433217584,29.564075183544414,29.85064060457291,31048146
2024-04-26,29.75511932373047,30.041686577613856,29.564076309746792,29.564076309746792,18884397
2024-04-29,32.71630096435547,32.71630096435547,31.856601087303396,31.952125320240793,177983883
2024-04-30,32.57301712036133,33.337196424387535,32.28645170328999,32.71630165083548,101541812
2024-05-02,32.57301712036133,33.19391189391337,32.429736233764146,32.47749652929654,61454142
2024-05-03,33.193912506103516,33.528238224873164,32.6685419578039,32.811822847043594,94349300
2024-05-06,34.48345947265625,34.72226460375187,33.24167351973446,33.38495805594268,84770985
2024-05-07,34.387939453125,34.817789425064504,34.053613721548274,34.43569975136779,87556290
2024-05-08,34.77002716064453,35.15211316885784,34.29241691747017,34.43569780409629,77082006
2024-05-09,34.48345947265625,34.770028545072684,34.43569917521255,34.57898371142077,46264740
2024-05-10,35.77301025390625,35.820770552534185,34.435700029060754,34.48346032768869,76500471
2024-05-13,34.86554718017578,35.43867800503887,34.57898176774424,35.39091771027976,86754932
2024-05-14,34.435699462890625,34.722264893823926,34.10137373411463,34.62674429813855,93881663
2024-05-15,35.24763870239258,35.53420413007928,34.578983608538856,34.578983608538856,57317743
2024-05-16,35.820770263671875,36.01181510052023,35.39092029173238,35.39092029173238,67122977
2024-05-17,36.39390182495117,36.39390182495117,35.343160668046636,35.39092096720098,64394226
2024-05-20,36.82374954223633,36.82374954223633,35.9162893385592,36.39389958850748,70838943
2024-05-21,36.059574127197266,36.489424083979,35.5819638738569,36.34613955042607,73013066
2024-05-22,36.202857971191406,36.25061826684034,35.725247726948126,35.91628890954385,43189978
2024-05-23,36.298377990722656,36.298377990722656,35.534202340745985,35.725247164209385,69175700
2024-05-24,35.39091873168945,36.011813513108066,35.34315843555195,36.011813513108066,51857095
2024-05-27,35.8685302734375,35.8685302734375,34.86554944289672,35.05659427820858,87352386
2024-05-28,35.10435485839844,35.77300996542908,34.96107031979288,35.72524966718629,78129837
2024-05-29,34.435699462890625,35.05659426647708,34.38793916504793,35.05659426647708,73172216
2024-05-30,33.71928405761719,34.674504589809615,33.623763461948805,34.1968943237134,82877367
2024-05-31,33.8148078918457,34.48345934126397,33.76704395070688,33.76704395070688,157048063
2024-06-03,34.77002716064453,35.1043528733158,34.38793750855425,34.483458099638334,95568780
2024-06-04,34.72226333618164,35.0088323981366,34.149132500025715,34.57898244908115,97055235
2024-06-05,34.674503326416016,34.961068746857066,34.24465337381592,34.483458498162975,91819333
2024-06-06,35.19987487792969,35.438680009106626,34.62674402065589,34.62674402065589,71125382
2024-06-07,35.534202575683594,35.67748346132076,34.865547511079285,35.199873221442964,74532551
2024-06-11,35.43867874145508,35.62972356833833,35.05659273156558,35.152113323068704,75255590
2024-06-12,35.58196258544922,35.58196258544922,35.10435234940292,35.10435234940292,63727295
2024-06-13,35.43867874145508,35.62972356833833,35.29539785420039,35.343158149951954,53016411
2024-06-14,35.62972640991211,35.72525065291057,35.438681567792486,35.438681567792486,26342782
2024-06-17,35.58196258544922,36.011812526666276,35.48644199579073,35.58196258544922,31727213
2024-06-18,36.202857971191406,36.202857971191406,35.58196319612435,35.77300802259706,38265880
2024-06-19,36.202857971191406,36.53718368461091,36.05957344036763,36.202857971191406,38560148
2024-06-20,36.298377990722656,36.39389858051589,36.107333167259256,36.20285740092942,29959637
2024-06-21,36.155094146728516,36.44166320928807,36.10733385092759,36.39389926961015,71943302
2024-06-24,36.53718566894531,36.53718566894531,35.86853056191467,36.05957539876302,51448915
2024-06-25,36.298377990722656,36.63270369887591,36.20285740092942,36.58494340397929,35052379
2024-06-26,35.964054107666016,36.39390042742626,35.964054107666016,36.20285923814487,44918843
2024-06-27,36.01181411743164,36.346139839881594,35.58196415722664,35.629724454165626,45827634
2024-06-28,36.155094146728516,36.584944096690855,36.05957355512666,36.155094146728516,44958715
2024-07-01,36.48942565917969,36.53718595780006,36.202860223580224,36.39390141806172,44211341
2024-07-02,36.7759895324707,36.96703436271349,36.29837927880225,36.346139575393686,78062330
2024-07-03,37.444644927978516,37.492405224967385,36.775989838503044,36.775989838503044,83444320
2024-07-04,37.97001647949219,38.16106131634054,37.4924062093099,37.731211344401046,97270444
2024-07-05,38.2565803527832,38.399864885545846,37.922254634839746,38.1610597601928,77582903
2024-07-08,38.30434036254883,38.44762489423966,38.06553523898212,38.25658006661089,77668553
2024-07-09,38.16106033325195,38.44762575920352,38.06553609535004,38.30434122428919,51307063
2024-07-10,39.020755767822266,39.11628000365979,38.01777497672884,38.208819804526875,74243177
2024-07-11,38.44762420654297,39.832694627231085,38.3998639114593,38.97299474021723,76870902
2024-07-12,38.399864196777344,38.92523473435521,38.06553484095363,38.11329878026914,84730499
2024-07-15,37.650001525878906,38.70000076293945,36.79999923706055,38.54999923706055,165356219
2024-07-16,37.349998474121094,38.099998474121094,37.099998474121094,38.099998474121094,75683314
2024-07-17,37.0,37.599998474121094,37.0,37.5,67601500
2024-07-18,37.0,37.25,36.599998474121094,37.04999923706055,86401729
2024-07-19,35.95000076293945,37.0,35.75,37.0,115851958
2024-07-22,35.5,36.349998474121094,35.5,36.04999923706055,69680814
2024-07-23,35.849998474121094,36.25,35.599998474121094,35.79999923706055,59560011
2024-07-26,35.599998474121094,35.70000076293945,35.099998474121094,35.25,64141895
2024-07-29,36.0,36.45000076293945,35.650001525878906,36.20000076293945,47286625
2024-07-30,35.29999923706055,35.900001525878906,34.849998474121094,35.900001525878906,68650525
2024-07-31,35.5,35.79999923706055,35.099998474121094,35.25,54629090
2024-08-01,35.900001525878906,36.150001525878906,35.599998474121094,36.04999923706055,44600215
2024-08-02,35.04999923706055,35.29999923706055,34.599998474121094,35.20000076293945,102461806
2024-08-05,32.25,34.099998474121094,31.600000381469727,34.099998474121094,113506909
2024-08-06,32.900001525878906,33.20000076293945,31.5,33.0,79376996
2024-08-07,33.900001525878906,33.900001525878906,32.70000076293945,32.75,49526411
2024-08-08,33.75,34.29999923706055,33.29999923706055,33.70000076293945,51560799
2024-08-09,34.70000076293945,35.20000076293945,34.20000076293945,34.20000076293945,64373989
2024-08-12,34.5,35.04999923706055,34.29999923706055,34.849998474121094,80046935
2024-08-13,34.5,34.650001525878906,33.75,34.599998474121094,70916073
2024-08-14,34.75,34.95000076293945,34.45000076293945,34.849998474121094,47937188
2024-08-15,34.5,35.099998474121094,34.29999923706055,35.099998474121094,37079661
2024-08-16,34.900001525878906,35.20000076293945,34.75,35.0,51367376
2024-08-19,35.0,35.20000076293945,34.849998474121094,35.04999923706055,43523065
2024-08-20,35.0,35.20000076293945,34.650001525878906,35.20000076293945,55553462
2024-08-21,33.70000076293945,34.099998474121094,33.29999923706055,33.79999923706055,229864805
2024-08-22,33.45000076293945,34.20000076293945,33.349998474121094,33.95000076293945,138073399
2024-08-23,33.099998474121094,33.45000076293945,32.95000076293945,33.400001525878906,125574516
2024-08-26,33.150001525878906,33.650001525878906,32.70000076293945,32.95000076293945,149017648
2024-08-27,32.849998474121094,33.150001525878906,32.54999923706055,33.099998474121094,149030098
2024-08-28,33.099998474121094,33.29999923706055,32.70000076293945,32.900001525878906,127718621
2024-08-29,32.599998474121094,32.95000076293945,32.5,32.79999923706055,120808221
2024-08-30,32.650001525878906,32.849998474121094,32.599998474121094,32.599998474121094,277101969
2024-09-02,33.099998474121094,33.29999923706055,32.75,32.79999923706055,118178472
2024-09-03,32.95000076293945,33.25,32.900001525878906,33.20000076293945,85306442
2024-09-04,32.04999923706055,32.5,31.799999237060547,32.29999923706055,169696308
2024-09-05,32.29999923706055,32.650001525878906,32.0,32.150001525878906,75969197
2024-09-06,32.900001525878906,33.04999923706055,32.25,32.5,66842070
2024-09-09,32.70000076293945,32.70000076293945,32.20000076293945,32.349998474121094,96074463
2024-09-10,32.70000076293945,32.95000076293945,32.5,32.75,79520708
2024-09-11,32.29999923706055,32.650001525878906,32.20000076293945,32.599998474121094,83627857
2024-09-12,32.150001525878906,32.5,31.899999618530273,32.5,105241025
2024-09-13,32.54999923706055,32.599998474121094,32.150001525878906,32.150001525878906,77461510
2024-09-16,32.70000076293945,32.70000076293945,32.29999923706055,32.70000076293945,62160141
2024-09-18,33.599998474121094,34.25,33.400001525878906,33.79999923706055,207989641
2024-09-19,33.5,33.650001525878906,33.29999923706055,33.5,82638863
2024-09-20,34.0,34.45000076293945,33.79999923706055,33.900001525878906,253599447
2024-09-23,35.349998474121094,35.5,34.400001525878906,34.75,181383209
2024-09-24,35.0,35.25,34.70000076293945,35.20000076293945,115203027
2024-09-25,34.95000076293945,35.0,34.599998474121094,34.849998474121094,88345558
2024-09-26,35.0,35.20000076293945,34.900001525878906,35.099998474121094,71535359
2024-09-27,34.599998474121094,35.04999923706055,34.5,35.0,86917257
2024-09-30,34.400001525878906,34.849998474121094,34.400001525878906,34.54999923706055,67515161
2024-10-01,34.70000076293945,34.70000076293945,34.400001525878906,34.45000076293945,31460408
2024-10-04,34.25,34.54999923706055,34.099998474121094,34.099998474121094,65806773
2024-10-07,34.900001525878906,34.900001525878906,34.349998474121094,34.5,41893053
2024-10-08,35.20000076293945,35.20000076293945,34.599998474121094,35.0,69530270
2024-10-09,34.900001525878906,35.349998474121094,34.79999923706055,35.150001525878906,55801927
2024-10-11,35.150001525878906,35.29999923706055,35.0,35.150001525878906,44230476
2024-10-14,35.599998474121094,35.599998474121094,35.099998474121094,35.25,58426986
2024-10-15,36.349998474121094,36.400001525878906,35.650001525878906,35.650001525878906,72180867
2024-10-16,36.29999923706055,36.400001525878906,36.0,36.099998474121094,74736842
2024-10-17,36.5,36.5,36.150001525878906,36.349998474121094,37752324
2024-10-18,36.900001525878906,37.29999923706055,36.5,36.54999923706055,74212006
2024-10-21,36.099998474121094,37.04999923706055,36.04999923706055,37.0,70628898
2024-10-22,36.599998474121094,36.599998474121094,36.0,36.04999923706055,40061485
2024-10-23,36.150001525878906,36.54999923706055,36.150001525878906,36.45000076293945,28266646
2024-10-24,35.900001525878906,36.25,35.900001525878906,36.04999923706055,40536751
2024-10-25,36.099998474121094,36.150001525878906,35.900001525878906,35.900001525878906,22330691
2024-10-28,35.900001525878906,36.20000076293945,35.900001525878906,36.150001525878906,30243116
2024-10-29,35.849998474121094,36.099998474121094,35.650001525878906,35.900001525878906,40828186
2024-10-30,35.900001525878906,35.95000076293945,35.599998474121094,35.95000076293945,40597436
2024-11-01,35.70000076293945,35.900001525878906,34.20000076293945,34.20000076293945,79184621
2024-11-04,36.45000076293945,36.45000076293945,35.70000076293945,35.75,50682935
2024-11-05,36.650001525878906,36.650001525878906,36.20000076293945,36.20000076293945,40848482
2024-11-06,36.70000076293945,36.849998474121094,36.400001525878906,36.599998474121094,40831022
2024-11-07,36.900001525878906,37.099998474121094,36.599998474121094,36.70000076293945,48888184
2024-11-08,36.900001525878906,37.099998474121094,36.70000076293945,37.04999923706055,47076113
2024-11-11,37.20000076293945,37.20000076293945,36.75,37.150001525878906,47962661
2024-11-12,37.0,37.20000076293945,36.849998474121094,37.0,52618544
2024-11-13,36.54999923706055,37.0,36.349998474121094,36.79999923706055,56332700
2024-11-14,36.650001525878906,36.900001525878906,36.45000076293945,36.45000076293945,52639319
2024-11-15,36.79999923706055,37.150001525878906,36.650001525878906,36.650001525878906,45459293
2024-11-18,36.79999923706055,37.0,36.650001525878906,36.900001525878906,48547350
2024-11-19,36.849998474121094,36.95000076293945,36.599998474121094,36.79999923706055,49166033
2024-11-20,38.04999923706055,38.04999923706055,38.04999923706055,38.04999923706055,154358866
2024-11-21,38.04999923706055,38.04999923706055,37.650001525878906,37.75,69631823
2024-11-22,37.75,38.20000076293945,37.70000076293945,38.04999923706055,39750045
