Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,197.5,199.0,193.5,195.0,191.55999755859375,3551000
2024-01-03,193.5,194.0,187.5,189.5,186.15701293945312,4994000
2024-01-04,189.0,190.5,187.0,188.0,184.6834716796875,2286000
2024-01-05,189.5,191.0,188.5,189.5,186.15701293945312,2182000
2024-01-08,190.0,198.0,190.0,192.0,188.6129150390625,5755000
2024-01-09,195.0,195.5,189.5,190.0,186.648193359375,3855000
2024-01-10,189.5,190.0,183.0,187.0,183.7011260986328,5538000
2024-01-11,186.5,188.5,185.5,187.0,183.7011260986328,2143000
2024-01-12,187.5,189.0,185.5,187.5,184.1923065185547,2711000
2024-01-15,189.0,189.0,185.5,187.0,183.7011260986328,2352496
2024-01-16,186.0,187.0,183.0,186.0,182.71876525878906,3148000
2024-01-17,184.5,187.5,180.0,182.5,179.28050231933594,5502000
2024-01-18,183.5,187.5,183.0,185.0,181.7364044189453,4866000
2024-01-19,188.0,192.0,186.0,187.0,183.7011260986328,7320000
2024-01-22,188.5,191.0,186.0,187.5,184.1923065185547,3853000
2024-01-23,188.5,197.0,188.0,195.5,192.05117797851562,7850000
2024-01-24,195.5,200.0,193.5,193.5,190.08645629882812,6089000
2024-01-25,195.5,201.0,195.5,200.5,196.9629669189453,11216000
2024-01-26,207.0,220.0,206.0,217.0,213.17189025878906,33281000
2024-01-29,218.5,218.5,211.0,216.0,212.1895294189453,14870000
2024-01-30,214.5,216.5,210.5,212.0,208.26010131835938,8471000
2024-01-31,217.0,219.5,208.0,208.0,204.33065795898438,12262000
2024-02-01,209.0,217.0,208.0,213.5,209.73362731933594,12745000
2024-02-02,216.0,217.0,213.0,214.0,210.2248077392578,9376000
2024-02-05,213.0,219.0,212.0,217.0,213.17189025878906,6740000
2024-02-15,229.0,230.0,224.5,229.0,224.96018981933594,15574000
2024-02-16,230.0,232.0,226.0,226.0,222.01312255859375,8576000
2024-02-19,224.0,226.5,221.0,223.0,219.0660400390625,5027000
2024-02-20,221.5,228.5,221.0,228.5,224.46900939941406,6530000
2024-02-21,227.0,233.5,225.0,232.0,227.9072723388672,7947000
2024-02-22,230.0,234.0,228.0,233.0,228.88963317871094,6446000
2024-02-23,232.0,236.0,230.5,231.5,227.4160919189453,5491000
2024-02-26,228.0,228.0,221.0,223.5,219.55722045898438,7474000
2024-02-27,225.0,233.0,221.5,230.0,225.9425506591797,7192000
2024-02-29,234.5,246.0,233.0,246.0,241.66029357910156,20238000
2024-03-01,248.0,253.5,243.0,253.0,248.53680419921875,12895000
2024-03-04,254.0,258.0,246.0,246.5,242.15147399902344,7744000
2024-03-05,247.0,247.0,239.0,241.0,236.74850463867188,7521000
2024-03-06,238.5,247.0,238.5,241.0,236.74850463867188,8279000
2024-03-07,242.0,243.5,234.0,240.0,235.76614379882812,7226000
2024-03-08,241.0,243.5,218.5,222.5,218.57485961914062,22374000
2024-03-11,220.0,230.0,218.5,229.5,225.4513702392578,8297000
2024-03-12,228.0,240.5,228.0,236.0,231.83670043945312,7804000
2024-03-13,237.0,239.5,228.5,230.5,226.43373107910156,6250000
2024-03-14,233.0,237.5,230.5,235.5,231.3455352783203,5699000
2024-03-15,236.0,239.5,233.5,234.0,229.8719940185547,5138000
