Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,163.0,163.5,161.0,161.0,159.20162963867188,342000
2024-01-03,161.0,161.0,156.5,157.5,155.74072265625,956000
2024-01-04,157.5,159.0,156.0,157.5,155.74072265625,499000
2024-01-05,159.5,162.0,159.0,162.0,160.19046020507812,647000
2024-01-08,161.5,164.0,161.0,162.0,160.19046020507812,642000
2024-01-09,163.0,163.5,161.0,161.5,159.696044921875,321000
2024-01-10,162.5,162.5,161.0,161.0,159.20162963867188,245000
2024-01-11,162.0,162.0,159.5,160.0,158.21279907226562,345000
2024-01-12,161.0,162.5,160.0,161.0,159.20162963867188,297000
2024-01-15,162.0,162.5,160.5,162.0,160.19046020507812,326079
2024-01-16,162.0,163.0,160.5,162.0,160.19046020507812,525000
2024-01-17,161.0,162.0,156.0,156.0,154.25747680664062,1114000
2024-01-18,157.0,158.0,153.0,154.5,152.77423095703125,480000
2024-01-19,156.0,157.5,155.5,156.5,154.75189208984375,281000
2024-01-22,156.5,161.0,156.0,161.0,159.20162963867188,535000
2024-01-23,162.0,163.5,160.5,163.0,161.17929077148438,559000
2024-01-24,163.0,163.0,161.0,162.5,160.68487548828125,269000
2024-01-25,164.5,165.5,160.5,161.0,159.20162963867188,695000
2024-01-26,162.0,162.0,158.0,158.0,156.23513793945312,287000
2024-01-29,160.0,160.0,157.5,159.0,157.22396850585938,298000
2024-01-30,159.5,159.5,156.5,157.0,155.24630737304688,267000
2024-01-31,158.0,158.0,155.0,157.0,155.24630737304688,305000
2024-02-01,159.0,161.5,157.0,157.0,155.24630737304688,623000
2024-02-02,158.0,158.5,156.0,157.5,155.74072265625,357000
2024-02-05,157.5,159.0,157.0,157.5,155.74072265625,421000
2024-02-15,159.0,159.0,156.5,157.5,155.74072265625,376000
2024-02-16,157.5,161.0,157.0,160.5,158.70721435546875,652000
2024-02-19,160.5,162.5,159.0,161.0,159.20162963867188,572000
2024-02-20,162.0,162.5,159.5,161.0,159.20162963867188,391000
2024-02-21,161.0,161.0,158.5,159.0,157.22396850585938,388000
2024-02-22,159.0,163.5,159.0,163.0,161.17929077148438,1052000
2024-02-23,164.5,164.5,161.0,161.0,159.20162963867188,655000
2024-02-26,161.0,162.5,161.0,161.5,159.696044921875,245000
2024-02-27,163.0,164.0,160.0,160.5,158.70721435546875,692000
2024-02-29,161.5,161.5,159.0,161.0,159.20162963867188,292000
2024-03-01,161.5,164.0,161.0,162.0,160.19046020507812,498000
2024-03-04,164.0,168.5,163.0,164.0,162.16812133789062,2165000
2024-03-05,165.5,168.0,164.5,164.5,162.66253662109375,794000
2024-03-06,164.5,173.0,163.5,172.0,170.07875061035156,4048000
2024-03-07,172.5,173.5,166.0,166.0,164.14578247070312,2370000
2024-03-08,166.5,167.0,155.0,156.0,154.25747680664062,2603000
2024-03-11,156.0,158.5,154.5,156.5,154.75189208984375,952000
2024-03-12,156.5,162.5,156.5,161.0,159.20162963867188,806000
2024-03-13,161.0,161.0,161.0,161.0,159.20162963867188,0
2024-03-14,160.0,160.5,149.0,149.5,147.830078125,2941000
2024-03-15,150.0,152.0,148.5,151.5,149.8077392578125,1018000
2024-03-18,151.5,151.5,151.5,151.5,149.8077392578125,0
2024-03-19,155.5,158.5,155.5,157.5,155.74072265625,415000
2024-03-20,157.5,157.5,157.5,157.5,155.74072265625,0
2024-03-21,161.5,162.0,158.5,158.5,156.72955322265625,562000
2024-03-22,160.0,161.0,158.5,161.0,159.20162963867188,402000
2024-03-25,161.0,161.0,161.0,161.0,159.20162963867188,0
2024-03-26,161.0,161.0,161.0,161.0,159.20162963867188,0
2024-03-27,158.0,160.0,157.5,158.5,156.72955322265625,221000
2024-03-28,160.0,160.5,157.5,157.5,155.74072265625,309000
2024-03-29,159.5,159.5,157.0,158.0,156.23513793945312,151000
2024-04-01,159.5,171.5,159.0,169.5,167.60667419433594,2507000
2024-04-02,169.0,173.0,167.0,170.0,168.10108947753906,2189000
2024-04-03,169.5,172.0,167.0,168.0,166.12342834472656,767000
2024-04-08,170.0,173.0,169.0,172.0,170.07875061035156,1741000
2024-04-09,173.5,173.5,162.5,166.5,164.6401824951172,2671000
2024-04-10,167.0,168.0,165.5,167.5,165.62901306152344,508000
2024-04-11,168.0,168.0,165.0,167.5,165.62901306152344,516000
2024-04-12,169.0,171.0,168.0,168.5,166.6178436279297,1042000
2024-04-15,169.0,177.0,168.0,170.5,168.5955047607422,2681000
2024-04-16,168.0,171.5,165.5,171.0,169.0899200439453,1364000
2024-04-17,174.0,185.0,172.0,180.5,178.4838104248047,5657000
2024-04-18,182.0,187.0,175.0,180.5,178.4838104248047,4441000
2024-04-19,179.0,184.5,172.0,182.5,180.4614715576172,4353000
2024-04-22,185.0,185.0,176.0,179.5,177.49497985839844,2759000
2024-04-23,182.0,185.5,177.5,179.5,177.49497985839844,3082000
2024-04-24,185.0,197.0,179.0,196.5,194.30508422851562,12103000
2024-04-25,195.0,202.0,193.0,197.0,194.79949951171875,7716000
2024-04-26,195.5,199.5,192.5,197.5,195.29391479492188,3055000
2024-04-29,199.0,201.5,190.0,193.0,190.84417724609375,3304000
2024-04-30,196.0,203.5,195.0,198.0,195.788330078125,5125000
2024-05-02,197.5,205.5,197.5,198.5,196.28274536132812,3374000
2024-05-03,205.5,205.5,198.0,200.0,197.7659912109375,2213000
2024-05-06,201.0,202.0,197.0,201.5,199.24923706054688,1300000
2024-05-07,201.5,206.0,201.5,205.5,203.20455932617188,1903000
2024-05-08,212.0,212.5,200.0,207.0,204.68780517578125,3419000
2024-05-09,208.0,220.0,206.0,213.0,210.62078857421875,4444000
2024-05-10,214.0,215.5,207.0,213.0,210.62078857421875,2102000
2024-05-13,213.5,213.5,206.0,207.5,205.18222045898438,1520000
2024-05-14,209.5,215.5,209.5,214.5,212.10403442382812,1596000
2024-05-15,217.5,227.5,215.5,222.0,219.52024841308594,3701000
2024-05-16,226.0,230.0,222.5,225.5,222.9811553955078,2612000
2024-05-17,228.5,232.0,220.0,230.0,227.43089294433594,2246000
2024-05-20,231.5,231.5,223.5,228.0,225.45323181152344,1583000
2024-05-21,231.5,250.5,231.5,250.5,247.701904296875,5522000
2024-05-22,256.0,269.5,252.0,261.0,258.0846252441406,7197000
2024-05-23,261.0,280.0,261.0,271.0,267.9729309082031,5057000
2024-05-24,271.0,290.0,266.0,290.0,286.76068115234375,4685000
2024-05-27,296.5,296.5,279.0,286.0,282.80535888671875,5438000
2024-05-28,286.5,290.0,281.0,285.0,281.8165283203125,904000
2024-05-29,288.0,288.0,280.5,281.0,277.8612365722656,955000
2024-05-30,279.0,279.0,265.5,267.5,264.51202392578125,2077000
2024-05-31,269.5,287.0,268.5,287.0,283.794189453125,877000
2024-06-03,289.5,293.5,286.0,293.0,289.7271728515625,910000
2024-06-04,297.5,297.5,286.0,288.5,285.2774353027344,601000
2024-06-05,291.0,296.5,286.5,292.5,289.2327575683594,442000
2024-06-06,296.5,299.0,294.0,298.5,295.1657409667969,703000
2024-06-07,302.0,313.0,276.0,278.5,275.38916015625,1622000
2024-06-11,280.5,282.5,266.0,281.5,278.35565185546875,1376000
2024-06-12,277.5,298.0,273.0,289.0,285.7718505859375,2367000
2024-06-13,292.0,301.0,290.0,300.0,296.64898681640625,1776000
2024-06-14,302.5,305.5,284.0,294.0,290.71600341796875,1653000
2024-06-17,290.0,293.0,281.0,282.0,278.85003662109375,1710000
2024-06-18,288.0,300.0,285.0,290.0,286.76068115234375,2892000
2024-06-19,290.0,290.5,284.0,286.0,282.80535888671875,1204000
2024-06-20,288.5,289.0,279.0,286.0,282.80535888671875,1250000
2024-06-21,286.0,296.5,282.0,291.0,287.74951171875,1241000
2024-06-24,291.0,294.0,288.5,293.0,289.7271728515625,890000
2024-06-25,290.5,297.0,282.0,293.0,289.7271728515625,1399000
2024-06-26,297.0,301.0,286.0,287.5,284.2886047363281,1555000
2024-06-27,285.5,292.5,283.0,288.0,284.78302001953125,966000
2024-06-28,290.0,291.5,287.0,289.0,285.7718505859375,665000
2024-07-01,291.0,311.0,288.0,308.0,304.55963134765625,3975000
2024-07-02,312.5,338.0,304.0,305.5,302.0875549316406,5442000
2024-07-03,306.5,309.5,286.5,286.5,283.2997741699219,3043000
2024-07-04,288.0,301.0,287.0,296.5,293.1880798339844,1908000
2024-07-05,300.5,305.5,295.5,300.0,296.64898681640625,1377000
2024-07-08,301.0,308.5,298.0,306.5,303.0763854980469,1792000
2024-07-09,314.5,326.0,300.5,303.0,299.615478515625,3893000
2024-07-10,300.5,301.5,295.0,295.0,291.704833984375,1241000
2024-07-11,294.5,303.0,291.5,299.5,296.1545715332031,1620000
2024-07-12,298.0,299.5,285.5,291.0,287.74951171875,1794000
2024-07-15,290.0,290.0,282.0,290.0,286.76068115234375,1783000
2024-07-16,293.0,293.5,286.5,293.5,290.2215881347656,865000
2024-07-17,293.0,316.5,292.0,310.0,306.53729248046875,3045000
2024-07-18,306.5,314.5,299.0,311.5,308.0205383300781,2100000
2024-07-19,315.5,330.0,300.0,300.0,296.64898681640625,5053000
2024-07-22,298.0,302.5,290.0,290.5,290.5,1362000
2024-07-23,294.0,302.5,294.0,298.5,298.5,878000
2024-07-26,296.5,314.5,291.5,307.0,307.0,3134000
2024-07-29,314.0,319.5,303.0,304.0,304.0,2373000
2024-07-30,306.5,315.0,298.0,315.0,315.0,1769000
2024-07-31,309.0,328.5,308.0,322.0,322.0,3629000
2024-08-01,329.5,329.5,306.5,307.5,307.5,4362000
2024-08-02,301.0,317.0,298.5,299.0,299.0,3066000
2024-08-05,288.0,290.0,269.5,269.5,269.5,2054000
2024-08-06,269.0,276.5,243.0,264.0,264.0,3426000
2024-08-07,276.5,290.0,263.5,288.0,288.0,1646000
2024-08-08,285.0,307.0,282.0,302.0,302.0,2343000
2024-08-09,310.0,313.0,299.0,300.0,300.0,2087000
2024-08-12,306.0,313.0,300.0,309.5,309.5,1434000
2024-08-13,314.5,318.0,308.0,313.0,313.0,1591000
2024-08-14,316.5,318.5,309.0,309.5,309.5,1455000
2024-08-15,309.5,318.0,306.5,315.5,315.5,1788000
2024-08-16,319.0,324.5,313.5,314.5,314.5,2060000
2024-08-19,317.0,341.5,317.0,341.5,341.5,5857000
2024-08-20,342.0,344.5,333.0,339.0,339.0,3002000
2024-08-21,338.0,344.5,329.0,332.0,332.0,2288000
2024-08-22,334.5,335.0,317.0,319.0,319.0,2383000
2024-08-23,320.0,332.0,315.0,330.5,330.5,1469000
2024-08-26,332.0,334.0,322.0,325.0,325.0,986000
2024-08-27,327.0,339.5,324.0,338.0,338.0,1736000
2024-08-28,340.0,342.0,331.5,336.0,336.0,2530000
2024-08-29,337.5,364.5,334.5,352.0,352.0,6488000
2024-08-30,355.5,355.5,344.0,349.0,349.0,3125000
2024-09-02,348.0,362.5,346.5,353.5,353.5,2759000
2024-09-03,353.0,357.0,343.0,345.0,345.0,1776000
2024-09-04,330.0,346.0,327.0,330.0,330.0,2333000
2024-09-05,336.0,343.5,331.0,340.5,340.5,1655000
2024-09-06,337.5,340.0,331.5,333.5,333.5,1272000
2024-09-09,324.5,330.0,321.0,324.5,324.5,1532000
2024-09-10,326.5,330.5,318.5,319.5,319.5,1403000
2024-09-11,328.0,337.5,317.0,325.0,325.0,3054000
2024-09-12,329.5,336.5,318.5,319.5,319.5,1710000
2024-09-13,322.0,326.0,319.5,322.5,322.5,933000
2024-09-16,322.0,326.0,316.0,316.0,316.0,959000
2024-09-18,316.0,325.0,310.5,320.0,320.0,1358000
2024-09-19,319.5,341.5,317.0,337.5,337.5,2668000
2024-09-20,350.0,359.0,344.0,353.5,353.5,5590000
2024-09-23,354.0,360.5,346.5,347.0,347.0,2013000
2024-09-24,345.0,352.0,339.0,347.5,347.5,1525000
2024-09-25,353.0,356.0,340.0,344.5,344.5,1980000
2024-09-26,347.5,349.5,339.0,341.0,341.0,719000
2024-09-27,343.0,344.5,329.5,330.5,330.5,1073000
2024-09-30,330.5,330.5,320.0,324.5,324.5,1023000
2024-10-01,329.0,330.5,323.0,323.0,323.0,597000
2024-10-04,326.5,326.5,317.5,320.0,320.0,998000
2024-10-07,325.0,331.5,321.0,321.0,321.0,1072000
2024-10-08,321.0,331.5,321.0,322.5,322.5,918000
2024-10-09,326.5,329.5,315.0,316.0,316.0,1550000
2024-10-11,316.5,319.0,301.0,306.5,306.5,2354000
2024-10-14,314.5,321.0,304.5,306.0,306.0,2091000
2024-10-15,310.0,327.0,310.0,319.0,319.0,3057000
2024-10-16,320.5,327.5,318.0,319.5,319.5,1837000
2024-10-17,320.0,324.0,308.0,313.5,313.5,1585000
2024-10-18,313.5,314.0,301.0,306.5,306.5,2183000
2024-10-21,309.0,312.5,304.5,309.0,309.0,972000
2024-10-22,309.5,313.5,305.0,306.0,306.0,801000
2024-10-23,310.5,320.0,310.0,319.0,319.0,2634000
2024-10-24,316.5,318.0,302.0,303.5,303.5,2114000
2024-10-25,308.0,311.5,305.0,307.5,307.5,895000
2024-10-28,311.5,311.5,301.5,304.0,304.0,896000
2024-10-29,304.0,308.0,301.0,302.5,302.5,648000
2024-10-30,304.5,309.5,301.0,306.5,306.5,641000
2024-11-01,301.5,308.0,301.5,307.0,307.0,395000
2024-11-04,307.5,308.0,303.0,303.0,303.0,389000
2024-11-05,302.0,310.0,302.0,306.0,306.0,443000
2024-11-06,306.0,311.5,303.5,310.5,310.5,715000
2024-11-07,314.5,322.0,312.0,312.0,312.0,1580000
2024-11-08,315.0,317.5,310.0,310.0,310.0,600000
2024-11-11,309.5,309.5,290.0,303.5,303.5,1959000
2024-11-12,300.0,302.5,295.0,295.5,295.5,612000
2024-11-13,293.5,298.0,293.0,298.0,298.0,462000
2024-11-14,298.5,312.0,296.5,302.0,302.0,1061000
2024-11-15,303.0,303.0,293.0,293.5,293.5,689000
